,experiment,iter,noise_lvl,num_neurons_updated,patterns_imprinted(m),avg_recall_ratio,avg_hamming,avg_resemblance,avg_steps
279,1.0,3.0,0.0,0.2,20.0,0.0,112.35,76.78719008264463,4.8
280,1.0,4.0,0.0,0.2,1.0,1.0,0.0,100.0,0.0
281,1.0,4.0,0.0,0.2,2.0,1.0,0.0,100.0,0.0
282,1.0,4.0,0.0,0.2,3.0,1.0,0.0,100.0,0.0
283,1.0,4.0,0.0,0.2,4.0,0.0,35.25,92.71694214876032,1.0
284,1.0,4.0,0.0,0.2,5.0,0.4,60.4,87.5206611570248,1.6
285,1.0,4.0,0.0,0.2,6.0,0.3333333333333333,86.66666666666667,82.09366391184572,2.1666666666666665
286,1.0,4.0,0.0,0.2,7.0,0.0,86.71428571428571,82.08382526564345,3.2857142857142856
287,1.0,4.0,0.0,0.2,8.0,0.0,87.625,81.8956611570248,2.5
288,1.0,4.0,0.0,0.2,9.0,0.0,98.77777777777777,79.59136822773186,4.0
289,1.0,4.0,0.0,0.2,10.0,0.0,99.8,79.38016528925618,3.9
290,1.0,4.0,0.0,0.2,11.0,0.0,104.81818181818181,78.34335086401204,5.636363636363637
291,1.0,4.0,0.0,0.2,12.0,0.0,107.41666666666667,77.80647382920111,4.833333333333333
292,1.0,4.0,0.0,0.2,13.0,0.0,105.15384615384616,78.27399872854419,4.384615384615385
293,1.0,4.0,0.0,0.2,14.0,0.0,112.57142857142857,76.74144037780401,3.7857142857142856
294,1.0,4.0,0.0,0.2,15.0,0.0,109.66666666666667,77.34159779614326,4.266666666666667
295,1.0,4.0,0.0,0.2,16.0,0.0,111.6875,76.9240702479339,5.125
296,1.0,4.0,0.0,0.2,17.0,0.0,111.17647058823529,77.02965483714149,4.823529411764706
297,1.0,4.0,0.0,0.2,18.0,0.0,113.88888888888889,76.4692378328742,4.555555555555555
298,1.0,4.0,0.0,0.2,19.0,0.0,112.3157894736842,76.79425837320575,4.368421052631579
